,城市,链接,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,价格（单位：人民币）,别墅类型
163,沈阳,https://sy.lianjia.com/ershoufang/102106151059.html,2室2厅1厨1卫,高楼层 (共18层),97㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-10-28,商品房,2019-12-10,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,680000.0,
164,沈阳,https://sy.lianjia.com/ershoufang/102105961707.html,2室1厅1厨1卫,中楼层 (共7层),70.83㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,无,2022-08-30,商品房,2000-09-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,480000.0,
165,沈阳,https://sy.lianjia.com/ershoufang/102105401258.html,3室2厅1厨2卫,低楼层 (共25层),136.88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-03-09,商品房,2011-08-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1900000.0,
166,沈阳,https://sy.lianjia.com/ershoufang/102105404951.html,3室2厅1厨2卫,中楼层 (共48层),161.86㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-03-10,商品房,2019-02-17,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,4840000.0,
167,沈阳,https://sy.lianjia.com/ershoufang/102105586105.html,2室1厅1厨1卫,中楼层 (共21层),84.6㎡,平层,60.52㎡,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-05-23,商品房,2015-05-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1300000.0,
168,沈阳,https://sy.lianjia.com/ershoufang/102105667033.html,2室2厅1厨1卫,低楼层 (共33层),87.86㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-06-13,商品房,2016-09-21,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,1200000.0,
169,沈阳,https://sy.lianjia.com/ershoufang/102104276272.html,3室2厅1厨2卫,中楼层 (共33层),126.44㎡,平层,100㎡,板塔结合,南 北,钢混结构,简装,一梯两户,集中供暖,有,2021-05-05,商品房,2019-07-05,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1690000.0,
170,沈阳,https://sy.lianjia.com/ershoufang/102103464506.html,2室1厅1厨1卫,低楼层 (共33层),58.65㎡,平层,44.78㎡,板塔结合,南,钢混结构,精装,一梯三户,集中供暖,有,2020-10-03,商品房,2020-11-08,普通住宅,暂无数据,非共有,"
                                有抵押 8万元 建设银行公积金 业主自还
                              ",已上传房本照片,600000.0,
171,沈阳,https://sy.lianjia.com/ershoufang/102103587156.html,4室2厅1厨2卫,高楼层 (共26层),190.91㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2020-10-31,商品房,2010-08-31,普通住宅,满五年,共有,"
                                有抵押 95万元 建行 客户偿还
                              ",已上传房本照片,3050000.0,
172,沈阳,https://sy.lianjia.com/ershoufang/102105780826.html,3室2厅1厨1卫,高楼层 (共33层),89㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,三梯两户,暂无数据,有,2022-07-12,商品房,2020-10-15,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,790000.0,
173,沈阳,https://sy.lianjia.com/ershoufang/102104997577.html,3室2厅1厨1卫,高楼层 (共22层),96.59㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,暂无数据,2021-10-16,商品房,2019-04-03,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,1390000.0,
174,沈阳,https://sy.lianjia.com/ershoufang/102106175176.html,3室1厅1厨1卫,中楼层 (共5层),88.27㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2022-11-05,商品房,2019-08-05,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,850000.0,
175,沈阳,https://sy.lianjia.com/ershoufang/102105634371.html,3室2厅1厨2卫,低楼层 (共32层),128.98㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,集中供暖,有,2022-06-05,商品房,2016-10-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,950000.0,
176,沈阳,https://sy.lianjia.com/ershoufang/102105521533.html,2室2厅1厨1卫,中楼层 (共33层),94.51㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2022-05-06,商品房,2015-11-10,普通住宅,满五年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,1380000.0,
177,沈阳,https://sy.lianjia.com/ershoufang/102105794995.html,4室2厅1厨2卫,高楼层 (共33层),144.32㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯十户,集中供暖,有,2022-07-16,商品房,2016-04-01,普通住宅,满五年,非共有,"
                                有抵押 40万元 公积金中心 客户偿还
                              ",已上传房本照片,1550000.0,
178,沈阳,https://sy.lianjia.com/ershoufang/102106153571.html,3室1厅1厨2卫,高楼层 (共33层),134.95㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,2022-10-28,商品房,2020-02-01,普通住宅,暂无数据,共有,"
                                有抵押 客户偿还
                              ",已上传房本照片,2580000.0,
179,沈阳,https://sy.lianjia.com/ershoufang/102102672122.html,3室2厅1厨2卫,中楼层 (共31层),133.9㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2020-04-26,商品房,2018-08-18,普通住宅,暂无数据,共有,"
                                有抵押 30万元 农行
                              ",已上传房本照片,1250000.0,
180,沈阳,https://sy.lianjia.com/ershoufang/102103147834.html,3室1厅1厨2卫,中楼层 (共31层),131.65㎡,平层,暂无数据,板楼,北 南,钢混结构,其他,一梯六户,集中供暖,有,2020-07-28,商品房,2011-07-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1350000.0,
181,沈阳,https://sy.lianjia.com/ershoufang/102105580334.html,3室2厅1厨2卫,中楼层 (共33层),110.13㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯三户,集中供暖,有,2022-05-22,商品房,2011-04-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,710000.0,
182,沈阳,https://sy.lianjia.com/ershoufang/102105727157.html,3室2厅1厨1卫,中楼层 (共31层),115.17㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-06-29,商品房,2017-11-23,普通住宅,满五年,共有,"
                                有抵押 20万元 工商 业主自还
                              ",已上传房本照片,1490000.0,
183,沈阳,https://sy.lianjia.com/ershoufang/102103923323.html,4室2厅1厨2卫,中楼层 (共5层),153㎡,平层,暂无数据,板楼,南 北 东,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2021-02-25,商品房,2019-05-01,普通住宅,暂无数据,非共有,"
                                有抵押 110万元 客户偿还
                              ",已上传房本照片,2300000.0,
184,沈阳,https://sy.lianjia.com/ershoufang/102105794995.html,4室2厅1厨2卫,高楼层 (共33层),144.32㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯十户,集中供暖,有,2022-07-16,商品房,2016-04-01,普通住宅,满五年,非共有,"
                                有抵押 40万元 公积金中心 客户偿还
                              ",已上传房本照片,1550000.0,
185,沈阳,https://sy.lianjia.com/ershoufang/102104863843.html,3室2厅1厨2卫,低楼层 (共33层),131.14㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2021-09-10,商品房,2018-03-21,普通住宅,暂无数据,非共有,"
                                有抵押 130万元
                              ",已上传房本照片,1600000.0,
186,沈阳,https://sy.lianjia.com/ershoufang/102106124569.html,2室1厅1厨1卫,中楼层 (共27层),63.59㎡,平层,暂无数据,板楼,西,钢混结构,简装,两梯十户,集中供暖,有,2022-10-19,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 20万元 金融公司垫资
                              ",未上传房本照片,380000.0,
187,沈阳,https://sy.lianjia.com/ershoufang/102105808410.html,3室2厅1厨1卫,中楼层 (共33层),103.54㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-07-20,商品房,2015-06-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1700000.0,
188,沈阳,https://sy.lianjia.com/ershoufang/102106190275.html,3室2厅1厨2卫,中楼层 (共33层),115.14㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-11-10,商品房,2019-09-06,普通住宅,暂无数据,共有,"
                                有抵押 工商
                              ",已上传房本照片,1360000.0,
189,沈阳,https://sy.lianjia.com/ershoufang/102105970499.html,3室2厅1厨2卫,中楼层 (共24层),125.04㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,集中供暖,有,2022-09-02,商品房,2016-04-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,880000.0,
190,沈阳,https://sy.lianjia.com/ershoufang/102104997577.html,3室2厅1厨1卫,高楼层 (共22层),96.59㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,暂无数据,2021-10-16,商品房,2019-04-03,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,1390000.0,
191,沈阳,https://sy.lianjia.com/ershoufang/102105772816.html,4室2厅1厨2卫,中楼层 (共18层),125.49㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-07-10,商品房,2019-11-05,普通住宅,暂无数据,非共有,"
                                有抵押 50万元 中国银行 客户偿还
                              ",已上传房本照片,1490000.0,
192,沈阳,https://sy.lianjia.com/ershoufang/102105884583.html,3室2厅1厨2卫,高楼层 (共34层),116.27㎡,平层,88.78㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-08-09,商品房,2020-11-25,普通住宅,暂无数据,非共有,"
                                有抵押 70万元 客户偿还
                              ",已上传房本照片,1120000.0,
193,沈阳,https://sy.lianjia.com/ershoufang/102104885282.html,3室2厅1厨2卫,中楼层 (共27层),117.83㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2021-09-15,商品房,2018-03-01,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,1350000.0,
194,沈阳,https://sy.lianjia.com/ershoufang/102104762779.html,3室3厅1厨2卫,低楼层 (共3层),175㎡,,暂无数据,,南 西 北,未知结构,精装,,集中供暖,,2021-08-20,商品房,2010-03-23,别墅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1650000.0,联排
195,沈阳,https://sy.lianjia.com/ershoufang/102105648468.html,3室2厅1厨2卫,中楼层 (共6层),121.46㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯两户,集中供暖,无,2022-06-09,商品房,2016-01-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1550000.0,
196,沈阳,https://sy.lianjia.com/ershoufang/102104411264.html,3室2厅1厨2卫,高楼层 (共32层),126.01㎡,平层,暂无数据,板楼,南 北,砖混结构,毛坯,一梯两户,集中供暖,有,2021-06-02,商品房,2020-05-10,普通住宅,暂无数据,非共有,"
                                有抵押 30万元 农业银行
                              ",已上传房本照片,920000.0,
197,沈阳,https://sy.lianjia.com/ershoufang/102104696347.html,3室2厅1厨2卫,高楼层 (共33层),116.3㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-08-05,商品房,2016-09-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1060000.0,
198,沈阳,https://sy.lianjia.com/ershoufang/102104962501.html,3室2厅1厨2卫,低楼层 (共18层),106.97㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2021-10-07,商品房,2020-05-27,普通住宅,暂无数据,非共有,"
                                有抵押 25万元 客户偿还
                              ",已上传房本照片,1170000.0,
199,沈阳,https://sy.lianjia.com/ershoufang/102103863360.html,2室2厅1厨1卫,高楼层 (共7层),124.14㎡,平层,124㎡,板楼,南 北,砖混结构,简装,一梯两户,集中供暖,暂无数据,2021-01-28,商品房,2004-08-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1020000.0,
200,沈阳,https://sy.lianjia.com/ershoufang/102105586105.html,2室1厅1厨1卫,中楼层 (共21层),84.6㎡,平层,60.52㎡,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-05-23,商品房,2015-05-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1300000.0,
201,沈阳,https://sy.lianjia.com/ershoufang/102105667033.html,2室2厅1厨1卫,低楼层 (共33层),87.86㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-06-13,商品房,2016-09-21,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,1200000.0,
202,沈阳,https://sy.lianjia.com/ershoufang/102104276272.html,3室2厅1厨2卫,中楼层 (共33层),126.44㎡,平层,100㎡,板塔结合,南 北,钢混结构,简装,一梯两户,集中供暖,有,2021-05-05,商品房,2019-07-05,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1690000.0,
203,沈阳,https://sy.lianjia.com/ershoufang/102106071555.html,2室2厅1厨1卫,高楼层 (共24层),97.02㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-10-04,商品房,2020-10-05,普通住宅,暂无数据,共有,"
                                有抵押 100万元 客户偿还
                              ",已上传房本照片,1850000.0,
204,沈阳,https://sy.lianjia.com/ershoufang/102105437680.html,2室1厅1厨1卫,高楼层 (共33层),71.38㎡,平层,暂无数据,板楼,西南,钢混结构,精装,一梯三户,集中供暖,有,2022-03-25,商品房,2017-09-01,普通住宅,满五年,共有,"
                                有抵押 40万元 平安普惠 客户偿还
                              ",已上传房本照片,660000.0,
205,沈阳,https://sy.lianjia.com/ershoufang/102105933514.html,3室1厅1厨1卫,低楼层 (共18层),120.01㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,十梯两户,集中供暖,有,2022-08-22,商品房,2012-09-02,普通住宅,满五年,共有,"
                                有抵押 170万元 客户偿还
                              ",已上传房本照片,990000.0,
206,沈阳,https://sy.lianjia.com/ershoufang/102106040476.html,2室1厅1厨1卫,低楼层 (共33层),62.72㎡,平层,暂无数据,板楼,南 西,钢混结构,简装,一梯八户,集中供暖,有,2022-09-24,商品房,2019-04-15,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,680000.0,
207,沈阳,https://sy.lianjia.com/ershoufang/102105879692.html,2室1厅1厨1卫,高楼层 (共6层),61.31㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,集中供暖,无,2022-08-08,商品房,2019-11-15,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,230000.0,
208,沈阳,https://sy.lianjia.com/ershoufang/102106029211.html,3室1厅1厨1卫,中楼层 (共8层),75.21㎡,平层,暂无数据,板塔结合,东 西,砖混结构,简装,一梯四户,集中供暖,暂无数据,2022-09-21,商品房,2004-05-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,700000.0,
209,沈阳,https://sy.lianjia.com/ershoufang/102106028955.html,3室2厅1厨2卫,中楼层 (共6层),144.15㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,暂无数据,2022-09-21,商品房,2007-07-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1280000.0,
210,沈阳,https://sy.lianjia.com/ershoufang/102105980027.html,3室2厅1厨2卫,高楼层 (共30层),113.3㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-09-05,商品房,2019-09-30,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,750000.0,
211,沈阳,https://sy.lianjia.com/ershoufang/102105246668.html,2室1厅1厨1卫,高楼层 (共34层),89.76㎡,平层,70㎡,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-01-18,商品房,2019-03-02,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1190000.0,
212,沈阳,https://sy.lianjia.com/ershoufang/102105982770.html,4室2厅1厨2卫,低楼层 (共26层),197.24㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-09-06,商品房,2012-07-04,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,2980000.0,
213,沈阳,https://sy.lianjia.com/ershoufang/102106026474.html,3室1厅1厨1卫,低楼层 (共28层),88.79㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯五户,集中供暖,有,2022-09-20,商品房,2017-07-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,550000.0,
214,沈阳,https://sy.lianjia.com/ershoufang/102105490195.html,3室1厅1厨2卫,低楼层 (共34层),136㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-04-24,商品房,2020-04-09,普通住宅,暂无数据,非共有,"
                                有抵押 160万元 工商 业主自还
                              ",已上传房本照片,2650000.0,
215,沈阳,https://sy.lianjia.com/ershoufang/102102850492.html,2室1厅1厨1卫,中楼层 (共7层),59.37㎡,平层,59.37㎡,板楼,南 西 北,混合结构,简装,一梯两户,集中供暖,无,2020-05-30,商品房,2020-07-30,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,310000.0,
216,沈阳,https://sy.lianjia.com/ershoufang/102104303542.html,2室1厅1厨1卫,中楼层 (共27层),72.71㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,一梯三户,集中供暖,有,2021-05-09,商品房,2016-04-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,850000.0,
217,沈阳,https://sy.lianjia.com/ershoufang/102104151472.html,3室2厅1厨1卫,中楼层 (共33层),109.19㎡,平层,暂无数据,板楼,西南,钢混结构,精装,两梯四户,集中供暖,有,2021-04-07,商品房,2018-05-22,普通住宅,暂无数据,非共有,"
                                有抵押 45万元 浦发银行 客户偿还
                              ",已上传房本照片,718000.0,
218,沈阳,https://sy.lianjia.com/ershoufang/102106081034.html,2室2厅1厨1卫,高楼层 (共6层),108.83㎡,错层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-10-07,商品房,2008-06-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,920000.0,
219,沈阳,https://sy.lianjia.com/ershoufang/102106148673.html,3室1厅1厨2卫,中楼层 (共11层),128.13㎡,平层,108.39㎡,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2022-10-27,商品房,2020-10-24,普通住宅,暂无数据,非共有,"
                                有抵押 70万元 盛京银行 客户偿还
                              ",已上传房本照片,1700000.0,
220,沈阳,https://sy.lianjia.com/ershoufang/102104144206.html,3室2厅1厨2卫,低楼层 (共11层),112.2㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2021-04-06,商品房,2018-12-19,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,899000.0,
221,沈阳,https://sy.lianjia.com/ershoufang/102104231790.html,3室2厅1厨1卫,中楼层 (共31层),118.29㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-04-24,商品房,2017-05-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,2380000.0,
222,沈阳,https://sy.lianjia.com/ershoufang/102105521533.html,2室2厅1厨1卫,中楼层 (共33层),94.51㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2022-05-06,商品房,2015-11-10,普通住宅,满五年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,1380000.0,
223,沈阳,https://sy.lianjia.com/ershoufang/102104660425.html,3室1厅1厨1卫,中楼层 (共8层),103.62㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,暂无数据,2021-07-28,商品房,2001-11-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,850000.0,
224,沈阳,https://sy.lianjia.com/ershoufang/102105309802.html,3室2厅1厨2卫,低楼层 (共33层),131.63㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-02-17,商品房,2020-11-12,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1600000.0,
225,沈阳,https://sy.lianjia.com/ershoufang/102106027747.html,3室1厅1厨1卫,高楼层 (共33层),104.44㎡,平层,暂无数据,板楼,南 西 北,钢混结构,毛坯,两梯四户,集中供暖,有,2022-09-21,商品房,2020-08-29,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,790000.0,
226,沈阳,https://sy.lianjia.com/ershoufang/102106146327.html,3室2厅1厨2卫,低楼层 (共34层),123㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯三户,集中供暖,有,2022-10-26,商品房,2019-10-27,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1500000.0,
227,沈阳,https://sy.lianjia.com/ershoufang/102105850342.html,3室3厅2厨1卫,低楼层 (共11层),106.22㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,有,2022-07-31,商品房,2016-08-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,510000.0,
228,沈阳,https://sy.lianjia.com/ershoufang/102103958037.html,3室2厅1厨2卫,低楼层 (共33层),120.66㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2021-03-03,商品房,2015-04-30,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,750000.0,
229,沈阳,https://sy.lianjia.com/ershoufang/102105609160.html,2室2厅1厨1卫,高楼层 (共34层),87.55㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-05-29,商品房,2020-05-14,普通住宅,暂无数据,非共有,"
                                有抵押
                              ",已上传房本照片,1090000.0,
230,沈阳,https://sy.lianjia.com/ershoufang/102104952976.html,5室2厅3厨2卫,高楼层 (共8层),154.5㎡,跃层,150㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2021-10-05,商品房,2014-12-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1100000.0,
231,沈阳,https://sy.lianjia.com/ershoufang/102102737033.html,3室2厅1厨2卫,低楼层 (共28层),136㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2020-05-09,商品房,2014-09-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1090000.0,
232,沈阳,https://sy.lianjia.com/ershoufang/102103184353.html,3室2厅1厨1卫,中楼层 (共6层),116.52㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2020-08-05,商品房,2020-10-05,普通住宅,暂无数据,非共有,"
                                有抵押 66万元
                              ",已上传房本照片,1040000.0,
233,沈阳,https://sy.lianjia.com/ershoufang/102106013844.html,2室2厅1厨1卫,高楼层 (共6层),75.13㎡,复式,暂无数据,暂无数据,南 北,未知结构,精装,一梯一户,集中供暖,无,2022-09-17,商品房,2019-07-16,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,690000.0,
234,沈阳,https://sy.lianjia.com/ershoufang/102105262312.html,2室1厅1厨1卫,中楼层 (共27层),80.27㎡,平层,暂无数据,板楼,东南,钢混结构,精装,一梯三户,集中供暖,有,2022-02-06,商品房,2016-12-14,普通住宅,满五年,非共有,"
                                有抵押 32万元 中国银行
                              ",已上传房本照片,820000.0,
235,沈阳,https://sy.lianjia.com/ershoufang/102106125696.html,4室1厅1厨2卫,中楼层 (共8层),142.71㎡,平层,暂无数据,暂无数据,南 北,钢混结构,精装,一梯两户,暂无数据,暂无数据,2022-10-20,商品房,2020-10-01,普通住宅,暂无数据,共有,"
                                有抵押 134万元 协商还
                              ",已上传房本照片,2050000.0,
236,沈阳,https://sy.lianjia.com/ershoufang/102105570586.html,2室1厅1厨1卫,高楼层 (共24层),78.46㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,集中供暖,有,2022-05-19,商品房,2018-03-19,普通住宅,未满两年,非共有,"
                                有抵押 28万元 农业银行 客户偿还
                              ",已上传房本照片,590000.0,
237,沈阳,https://sy.lianjia.com/ershoufang/102105433392.html,3室2厅1厨2卫,中楼层 (共29层),113.49㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-03-21,商品房,2018-06-08,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,1200000.0,
238,沈阳,https://sy.lianjia.com/ershoufang/102106141025.html,3室2厅1厨1卫,中楼层 (共6层),131.46㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2022-10-24,商品房,2009-12-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,840000.0,
239,沈阳,https://sy.lianjia.com/ershoufang/102103866879.html,2室1厅1厨1卫,高楼层 (共30层),87.14㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,集中供暖,有,2021-01-30,商品房,2015-08-07,普通住宅,满五年,共有,"
                                有抵押 10万元 客户偿还
                              ",已上传房本照片,990000.0,
240,沈阳,https://sy.lianjia.com/ershoufang/102105612700.html,3室2厅1厨1卫,低楼层 (共29层),81.99㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-05-30,商品房,2019-05-29,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,730000.0,
241,沈阳,https://sy.lianjia.com/ershoufang/102104615939.html,3室2厅1厨2卫,高楼层 (共29层),114.21㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2021-07-17,商品房,2020-05-07,普通住宅,暂无数据,非共有,"
                                有抵押 30万元 公积金
                              ",已上传房本照片,1570000.0,
242,沈阳,https://sy.lianjia.com/ershoufang/102105455482.html,3室2厅1厨2卫,中楼层 (共57层),132.55㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-04-07,商品房,2020-03-20,普通住宅,暂无数据,共有,"
                                有抵押 75万元 业主自还
                              ",已上传房本照片,2050000.0,
243,沈阳,https://sy.lianjia.com/ershoufang/102105246668.html,2室1厅1厨1卫,高楼层 (共34层),89.76㎡,平层,70㎡,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-01-18,商品房,2019-03-02,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1190000.0,
244,沈阳,https://sy.lianjia.com/ershoufang/102106026474.html,3室1厅1厨1卫,低楼层 (共28层),88.79㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯五户,集中供暖,有,2022-09-20,商品房,2017-07-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,550000.0,
245,沈阳,https://sy.lianjia.com/ershoufang/102105982770.html,4室2厅1厨2卫,低楼层 (共26层),197.24㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-09-06,商品房,2012-07-04,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,2980000.0,
