城市,链接,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
武汉,https://wh.lianjia.com/ershoufang/104109656258.html,3室1厅1厨1卫,高楼层 (共11层),89.59㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,2022-11-03,商品房,2018-06-07,普通住宅,满两年,共有,"
                                有抵押 36万元 农业 客户偿还
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109673092.html,3室2厅1厨2卫,中楼层 (共34层),99.83㎡,平层,暂无数据,塔楼,西南,钢混结构,毛坯,两梯四户,有,2022-11-07,商品房,2018-09-29,普通住宅,满两年,非共有,"
                                有抵押 29万元 建设银行 客户偿还
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109704614.html,3室2厅1厨1卫,中楼层 (共26层),98.92㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,2022-11-14,商品房,2019-02-20,普通住宅,满两年,非共有,"
                                有抵押 23万元 建行 客户偿还
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109648143.html,4室2厅1厨3卫,高楼层 (共7层),198.33㎡,复式,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,2022-11-01,商品房,2017-09-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109672888.html,3室2厅1厨2卫,中楼层 (共33层),98.74㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2022-11-07,商品房,2020-09-10,普通住宅,满两年,非共有,"
                                有抵押 26万元 客户偿还
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109668543.html,3室2厅1厨2卫,低楼层 (共26层),108.57㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2022-11-06,商品房,2017-11-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109671300.html,3室2厅1厨1卫,高楼层 (共34层),89.29㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2022-11-07,商品房,2019-06-19,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109717717.html,3室2厅1厨2卫,高楼层 (共26层),135.57㎡,平层,105.52㎡,板楼,南 西南 北,钢混结构,精装,两梯四户,有,2022-11-17,商品房,2014-03-24,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109719970.html,2室1厅1厨1卫,中楼层 (共11层),82.02㎡,平层,暂无数据,塔楼,北 南,钢混结构,精装,一梯四户,有,2022-11-17,经济适用房,2017-09-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109724050.html,2室1厅1厨1卫,高楼层 (共8层),65.23㎡,平层,暂无数据,板塔结合,东南,混合结构,简装,一梯两户,暂无数据,2022-11-18,私产,2000-11-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109713351.html,3室2厅1厨1卫,低楼层 (共8层),104.92㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,2022-11-16,商品房,2002-09-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109734921.html,4室2厅1厨1卫,中楼层 (共30层),105.56㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,2022-11-20,商品房,2018-12-04,普通住宅,满两年,非共有,"
                                有抵押 53万元
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109725183.html,3室2厅1厨1卫,高楼层 (共36层),93.83㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,2022-11-18,商品房,2019-03-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109715570.html,3室1厅1厨1卫,低楼层 (共11层),124.04㎡,平层,106.86㎡,板楼,南 北,钢混结构,简装,一梯两户,有,2022-11-16,商品房,2010-11-29,普通住宅,满五年,共有,"
                                有抵押 47万元 交通银行花桥支行 客户偿还
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109730898.html,3室2厅1厨1卫,高楼层 (共7层),95.6㎡,平层,85.86㎡,板楼,东南,混合结构,精装,一梯两户,无,2022-11-19,商品房,2009-08-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109732495.html,3室1厅1厨1卫,低楼层 (共25层),125.74㎡,平层,95.4㎡,板楼,南 北,钢混结构,其他,两梯三户,有,2022-11-20,商品房,2016-07-07,普通住宅,满五年,非共有,"
                                有抵押 155万元 光大银行 客户偿还
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109719662.html,3室1厅1厨1卫,低楼层 (共26层),119㎡,平层,暂无数据,板楼,东南,钢混结构,其他,两梯三户,有,2022-11-17,商品房,2017-12-20,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109739113.html,2室1厅1厨1卫,高楼层 (共33层),87.32㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,2022-11-22,商品房,2020-09-22,普通住宅,满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109726344.html,3室1厅1厨2卫,高楼层 (共33层),103.88㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯四户,有,2022-11-19,商品房,2019-04-30,普通住宅,满两年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片
武汉,https://wh.lianjia.com/ershoufang/104109735403.html,3室2厅1厨2卫,中楼层 (共32层),134.69㎡,平层,103.68㎡,板楼,南,钢混结构,精装,两梯三户,有,2022-11-21,商品房,2010-12-06,普通住宅,满五年,非共有,"
                                有抵押 340万元
                              ",已上传房本照片
