城市,链接,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
北京,https://bj.lianjia.com/ershoufang/101117339618.html,3室1厅1厨2卫,底层 (共7层),117.9㎡,平层,102.19㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-11-28,二类经济适用房,2016-02-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117314433.html,3室2厅1厨2卫,底层 (共7层),131.84㎡,平层,107.6㎡,板楼,东 西,钢混结构,精装,一梯两户,集中供暖,有,2022-11-24,商品房,2015-07-22,普通住宅,满五年,非共有,"
                                有抵押 240万元
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117336080.html,3室2厅1厨2卫,中楼层 (共5层),128.71㎡,错层,114.94㎡,板楼,南 北,钢混结构,简装,一梯两户,自供暖,无,2022-11-27,商品房,2009-01-12,普通住宅,满五年,非共有,"
                                有抵押 5万元 业主自还
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117308211.html,2室1厅1厨1卫,顶层 (共6层),63.39㎡,平层,暂无数据,板楼,南,混合结构,其他,一梯两户,集中供暖,无,2022-11-23,已购公房,1999-11-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117317774.html,2室1厅1厨1卫,低楼层 (共6层),62.43㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2022-11-26,商品房,2015-05-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117311524.html,2室1厅1厨1卫,中楼层 (共18层),75.88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-11-23,商品房,2017-01-23,普通住宅,满五年,非共有,"
                                有抵押 90万元
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117339357.html,2室1厅1厨1卫,顶层 (共6层),86.99㎡,复式,75.18㎡,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2022-11-28,二类经济适用房,2012-12-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117315434.html,4室1厅1厨3卫,底层 (共3层),159.2㎡,复式,暂无数据,板楼,南 北,混合结构,简装,一梯一户,自供暖,无,2022-11-24,商品房,2011-08-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117334029.html,2室1厅1厨1卫,低楼层 (共18层),74.1㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯十户,集中供暖,有,2022-11-27,商品房,2011-11-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117315643.html,2室1厅1厨1卫,低楼层 (共18层),68.7㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯九户,集中供暖,有,2022-11-24,商品房,2019-03-08,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117316870.html,2室1厅1厨1卫,中楼层 (共11层),97.87㎡,复式,79.84㎡,板塔结合,东 西,钢混结构,简装,一梯三户,集中供暖,有,2022-11-24,商品房,2014-11-26,普通住宅,满五年,非共有,"
                                有抵押 140万元 建设银行 客户偿还
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117316480.html,3室1厅1厨1卫,高楼层 (共28层),93.75㎡,平层,72.36㎡,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-11-24,定向安置房,2016-11-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117332535.html,1室1厅1厨1卫,低楼层 (共27层),73.49㎡,平层,暂无数据,塔楼,南 西南,钢混结构,精装,三梯十二户,集中供暖,有,2022-11-27,商品房,2012-07-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117315433.html,2室1厅1厨1卫,高楼层 (共18层),98.36㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,集中供暖,有,2022-11-24,商品房,2009-05-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117327369.html,2室1厅1厨1卫,高楼层 (共22层),60.6㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯七户,集中供暖,有,2022-11-26,商品房,2007-11-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117078127.html,3室2厅1厨2卫,顶层 (共6层),101.99㎡,复式,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2022-10-31,商品房,2013-08-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117087368.html,3室2厅1厨2卫,中楼层 (共7层),133.43㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,无,2022-11-02,商品房,2017-01-17,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117076786.html,3室2厅1厨1卫,中楼层 (共18层),145.18㎡,平层,113.87㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-10-30,商品房,2012-11-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117110772.html,4室2厅1厨3卫,低楼层 (共22层),219.87㎡,平层,178.25㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-11-02,商品房,2012-11-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
北京,https://bj.lianjia.com/ershoufang/101117176676.html,3室2厅1厨3卫,中楼层 (共31层),258.01㎡,平层,215.13㎡,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-11-10,商品房,2008-11-20,公寓,满五年,共有,"
                                无抵押
                              ",已上传房本照片
